Time,Axis_1,Axis_2,Axis_3,Axis_4,Axis_5,Axis_6,Axis_7,Axis_8
259.667,0.13029,11.0174,7.59093,0.36133,1.6518,1.13561,0.0477,0.0981
261.606,12.01312,9.01423,6.80021,12.18204,5.80711,0.61943,0.46504,0.0981
263.505,0.28665,13.28413,3.53189,0.15486,4.80055,0.33552,8.10848,0.0981
265.464,0.443,11.17554,6.95836,5.47159,6.68463,0.05162,8.10848,0.0981
267.461,0.52118,11.17554,3.58461,0.41295,4.49084,0.05162,1.49053,0.0981
269.373,2.08471,25.93569,3.79547,9.98824,3.69074,1.1098,0.11924,0.0981
271.327,2.91859,10.85925,14.76015,0.85171,1.70342,2.24542,0.3935,0.07848
273.218,0.20847,13.28413,6.95836,0.12905,0.56781,0.80009,8.0727,0.07848
275.17,0.26059,11.96626,6.48392,0.30971,0.61943,0.8259,0.87047,0.07848
277.098,0.41694,12.28255,6.85293,0.15486,0.59362,0.43876,8.0727,0.07848
279.02,0.20847,11.0174,7.01107,2.24542,0.85171,0.67104,0.25041,0.07848
280.909,0.39088,9.80496,22.7728,1.21304,2.27123,1.67761,0.13117,0.07848
282.777,0.20847,11.0174,0.21086,2.1938,2.06475,1.62599,3.4461,0.07848
284.655,22.12395,0.31629,8.80337,0.61943,0.77428,0.67104,0.58429,0.07848
286.593,0.18241,6.16763,5.21877,0.51619,1.13561,0.49038,3.5415,4.04173
288.546,6.3323,0.42172,6.58935,0.18067,1.6518,0.0,3.11222,0.15696
290.421,0.28665,4.05904,6.7475,0.74847,0.77428,0.77428,0.59621,0.11772
292.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301.721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303.637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316.878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324.211,0.57329,6.58935,7.27464,1.1098,0.69685,1.80666,0.52467,0.0981
326.179,7.29647,23.93253,2.53031,7.82025,10.11728,0.74847,0.51274,0.0981
328.046,0.886,11.49183,3.2156,0.25809,5.13607,1.96151,1.06126,0.07848
329.964,5.08147,3.47918,4.05904,1.70342,3.81979,0.80009,8.09655,0.07848
331.871,0.443,11.22826,3.58461,2.40027,4.05208,3.27779,0.67968,0.07848
333.79,2.37135,10.17396,6.11492,9.70433,5.29093,0.74847,0.16694,0.0981
335.759,5.81112,0.369,9.80496,1.39371,0.02581,0.92914,0.22656,0.0981
